q,latitude,longitude,result_label,result_score,result_score_next,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
116 BOULEVARD DE STALINGRAD 94500 CHAMPIGNY SUR MARNE Val-de-Marne,48.819289,2.502914,116 Boulevard de Stalingrad 94500 Champigny-sur-Marne,0.79663,,housenumber,94017_8582_00116,116,116 Boulevard de Stalingrad,Boulevard de Stalingrad,94500,Champigny-sur-Marne,"94, Val-de-Marne, Île-de-France",94017,,,,ok
2 RUE DE LA MARE HUGUET 93110 ROSNY SOUS BOIS Seine-Saint-Denis,48.86673,2.485793,2 Rue de la Mare Huguet 93110 Rosny-sous-Bois,0.7022976539589442,,housenumber,93064_6136_00002,2,2 Rue de la Mare Huguet,Rue de la Mare Huguet,93110,Rosny-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93064,,,,ok
2 Boulevard HAUSSMANN 75009 PARIS Paris,48.872183,2.339808,2 Boulevard Haussmann 75009 Paris,0.8298902392344496,,housenumber,75109_4485_00002,2,2 Boulevard Haussmann,Boulevard Haussmann,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
4 Rue HOCHE 93170 BAGNOLET Seine-Saint-Denis,48.869045,2.417402,4 Rue Hoche 93170 Bagnolet,0.5894975898520084,,housenumber,93006_4450_00004,4,4 Rue Hoche,Rue Hoche,93170,Bagnolet,"93, Seine-Saint-Denis, Île-de-France",93006,,,,ok
37 RUE DE LA TOMBE ISSOIRE 75014 PARIS Paris,48.831244,2.334932,37 Rue de la Tombe Issoire 75014 Paris,0.8544364693446088,,housenumber,75114_9342_00037,37,37 Rue de la Tombe Issoire,Rue de la Tombe Issoire,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
94 RUE ORDENER 75018 PARIS Paris,48.892881,2.342538,94 Rue Ordener 75018 Paris,0.807853284457478,0.5834763636363636,housenumber,75118_6918_00094,94,94 Rue Ordener,Rue Ordener,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
11 RUE DE VARIZE 75016 PARIS Paris,48.841009,2.257635,11 Rue de Varize 75016 Paris,0.8076080165289256,,housenumber,75116_9603_00011,11,11 Rue de Varize,Rue de Varize,75016,Paris,"75, Paris, Île-de-France",75116,,,Paris 16e Arrondissement,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
12 RUE DU MARECHAL FOCH 77270 VILLEPARISIS Seine-et-Marne,48.950063,2.599542,12 Rue du Maréchal Foch 77270 Villeparisis,0.7240171428571428,,housenumber,77514_0880_00012,12,12 Rue du Maréchal Foch,Rue du Maréchal Foch,77270,Villeparisis,"77, Seine-et-Marne, Île-de-France",77514,,,,ok
43 AVENUE PAUL VAILLANT COUTURIER 78390 BOIS D ARCY Yvelines,48.801273,2.025597,43 Avenue Paul Vaillant Couturier 78390 Bois-d'Arcy,0.8295932973805854,,housenumber,78073_0488_00043,43,43 Avenue Paul Vaillant Couturier,Avenue Paul Vaillant Couturier,78390,Bois-d'Arcy,"78, Yvelines, Île-de-France",78073,,,,ok
19 RUE DE LA LIBERATION 91750 CHEVANNES Essonne,48.53254,2.445018,19 Rue de la Libération 91750 Chevannes,0.7984935968379446,,housenumber,91159_0040_00019,19,19 Rue de la Libération,Rue de la Libération,91750,Chevannes,"91, Essonne, Île-de-France",91159,,,,ok
143 RUE DE LONGCHAMP 92200 NEUILLY SUR SEINE Hauts-de-Seine,48.875945,2.250327,143 Rue de Longchamp 92200 Neuilly-sur-Seine,0.7401911912225705,,housenumber,92051_5160_00143,143,143 Rue de Longchamp,Rue de Longchamp,92200,Neuilly-sur-Seine,"92, Hauts-de-Seine, Île-de-France",92051,,,,ok
29 BOULEVARD MARCEAU 92700 COLOMBES Hauts-de-Seine,48.930006,2.262672,29 Boulevard Marceau 92700 Colombes,0.6978941372912801,0.44555720538720534,housenumber,92025_6127_00029,29,29 Boulevard Marceau,Boulevard Marceau,92700,Colombes,"92, Hauts-de-Seine, Île-de-France",92025,,,,ok
25 Avenue DE L'EUROPE 92700 COLOMBES Hauts-de-Seine,48.926288,2.243658,25 Avenue de l’Europe 92700 Colombes,0.7002572727272726,,housenumber,92025_3200_00025,25,25 Avenue de l’Europe,Avenue de l’Europe,92700,Colombes,"92, Hauts-de-Seine, Île-de-France",92025,,,,ok
21 RUE DESIRE PREAUX 93100 MONTREUIL Seine-Saint-Denis,48.858714,2.431657,21 Rue Désiré Préaux 93100 Montreuil,0.66896487135506,,housenumber,93048_2555_00021,21,21 Rue Désiré Préaux,Rue Désiré Préaux,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
83 ALLEE PIERRE ET MARIE CURIE 93320 LES PAVILLONS SOUS BOIS Seine-Saint-Denis,48.90492,2.504918,83 Allée Pierre et Marie Curie 93320 Les Pavillons-sous-Bois,0.758060696576151,,housenumber,93057_7140_00083,83,83 Allée Pierre et Marie Curie,Allée Pierre et Marie Curie,93320,Les Pavillons-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93057,,,,ok
9 Rue DE CHATEAU LANDON 75010 PARIS Paris,48.879987,2.362129,9 Rue du Château Landon 75010 Paris,0.7570288744588743,,housenumber,75110_1924_00009,9,9 Rue du Château Landon,Rue du Château Landon,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
24 RUE DES CLOS FRANCAIS 93100 MONTREUIL Seine-Saint-Denis,48.865367,2.431474,24 Rue des Clos Francais 93100 Montreuil,0.6866041148325358,0.49669916083916077,housenumber,93048_1505_00024,24,24 Rue des Clos Francais,Rue des Clos Francais,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
24 RUE BARATTE CHOLET 94100 ST MAUR DES FOSSES Val-de-Marne,48.796108,2.485716,24 Rue Baratte Cholet 94100 Saint-Maur-des-Fossés,0.7119567448680352,,housenumber,94068_0634_00024,24,24 Rue Baratte Cholet,Rue Baratte Cholet,94100,Saint-Maur-des-Fossés,"94, Val-de-Marne, Île-de-France",94068,,,,ok
17 RUE DU GENERAL LECLERC 95270 BELLOY EN FRANCE Val-d'Oise,49.093667,2.362035,17 Rue du General Leclerc 95270 Belloy-en-France,0.7823162068965516,,housenumber,95056_0220_00017,17,17 Rue du General Leclerc,Rue du General Leclerc,95270,Belloy-en-France,"95, Val-d'Oise, Île-de-France",95056,,,,ok
15 Place DU 19 MARS 95470 FOSSES Val-d'Oise,49.098991,2.516181,15 Place du 19 Mars 1962 95470 Fosses,0.6490104255319148,0.4702140559440559,housenumber,95250_0186_00015,15,15 Place du 19 Mars 1962,Place du 19 Mars 1962,95470,Fosses,"95, Val-d'Oise, Île-de-France",95250,,,,ok
1 Place AIME CESAIRE 93100 MONTREUIL Seine-Saint-Denis,48.860707,2.44159,1 Place Aimé Césaire 93100 Montreuil,0.6544712349914236,,housenumber,93048_0019_00001,1,1 Place Aimé Césaire,Place Aimé Césaire,93100,Montreuil,"93, Seine-Saint-Denis, Île-de-France",93048,,,,ok
12 RUE DE LA BARONNE GERARD 78100 ST GERMAIN EN LAYE Yvelines,48.897539,2.084271,12 Rue de la Baronne Gerard 78100 Saint-Germain-en-Laye,0.7868952813852813,0.5996060055096418,housenumber,78551_0170_00012,12,12 Rue de la Baronne Gerard,Rue de la Baronne Gerard,78100,Saint-Germain-en-Laye,"78, Yvelines, Île-de-France",78551,78551,Saint-Germain-en-Laye,,ok
30 AVENUE DU CHATEAU 91420 MORANGIS Essonne,48.705178,2.330699,30 Avenue du Château 91420 Morangis,0.7900707359307358,0.6919904132231405,housenumber,91432_0410_00030,30,30 Avenue du Château,Avenue du Château,91420,Morangis,"91, Essonne, Île-de-France",91432,,,,ok
1 AVENUE CARNOT 94230 CACHAN Val-de-Marne,48.796829,2.330907,1 Avenue Carnot 94230 Cachan,0.6746463636363637,0.43912020202020197,housenumber,94016_1415_00001,1,1 Avenue Carnot,Avenue Carnot,94230,Cachan,"94, Val-de-Marne, Île-de-France",94016,,,,ok
21 CHEMIN DU MOULIN DE LA VILLE 93600 AULNAY SOUS BOIS Seine-Saint-Denis,48.949171,2.493478,21 Chemin du Moulin de la Ville 93600 Aulnay-sous-Bois,0.744858975672215,0.6426073955773955,housenumber,93005_q2n5sj_00021,21,21 Chemin du Moulin de la Ville,Chemin du Moulin de la Ville,93600,Aulnay-sous-Bois,"93, Seine-Saint-Denis, Île-de-France",93005,,,,ok
16 Rue DE BUDAPEST 75009 PARIS Paris,48.876797,2.327485,16 Rue de Budapest 75009 Paris,0.8123258441558442,0.6139214685314686,housenumber,75109_1363_00016,16,16 Rue de Budapest,Rue de Budapest,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
18 BOULEVARD DU SUD EST 92000 NANTERRE Hauts-de-Seine,48.889286,2.196803,18 Boulevard du Sud-Est 92000 Nanterre,0.7089758741258742,0.5302394357366771,housenumber,92050_8585_00018,18,18 Boulevard du Sud-Est,Boulevard du Sud-Est,92000,Nanterre,"92, Hauts-de-Seine, Île-de-France",92050,,,,ok
2 BIS RUE DU FOUR 94360 BRY SUR MARNE Val-de-Marne,48.835214,2.520859,2bis Rue du Four 94360 Bry-sur-Marne,0.6748227272727272,0.44218862068965514,housenumber,94015_3550_00002_bis,2bis,2bis Rue du Four,Rue du Four,94360,Bry-sur-Marne,"94, Val-de-Marne, Île-de-France",94015,,,,ok
5 RUE COGNACQ-JAY 75007 PARIS Paris,48.861653,2.304664,5 Rue Cognacq-Jay 75007 Paris,0.8071594652406416,,housenumber,75107_2177_00005,5,5 Rue Cognacq-Jay,Rue Cognacq-Jay,75007,Paris,"75, Paris, Île-de-France",75107,,,Paris 7e Arrondissement,ok
42 BOULEVARD THIBAUD DE CHAMPAGNE 77600 BUSSY ST GEORGES Seine-et-Marne,48.837675,2.715777,42 Boulevard Thibaud de Champagne 77600 Bussy-Saint-Georges,0.7436451432129514,,housenumber,77058_0401_00042,42,42 Boulevard Thibaud de Champagne,Boulevard Thibaud de Champagne,77600,Bussy-Saint-Georges,"77, Seine-et-Marne, Île-de-France",77058,,,,ok
15 ROUTE DE GALLARDON 92310 SEVRES Hauts-de-Seine,48.810727,2.206361,15 Route de Gallardon 92310 Sèvres,0.6761454545454545,,housenumber,92072_0820_00015,15,15 Route de Gallardon,Route de Gallardon,92310,Sèvres,"92, Hauts-de-Seine, Île-de-France",92072,,,,ok
41 RUE DU 11 NOVEMBRE 1918 94700 MAISONS ALFORT Val-de-Marne,48.804982,2.432929,41 Rue du 11 Novembre 1918 94700 Maisons-Alfort,0.7714881972265023,,housenumber,94046_6900_00041,41,41 Rue du 11 Novembre 1918,Rue du 11 Novembre 1918,94700,Maisons-Alfort,"94, Val-de-Marne, Île-de-France",94046,,,,ok
10 Rue EUGENE MARIE LOUISE CORNET 93500 PANTIN Seine-Saint-Denis,48.892613,2.405705,10 Rue Eugène et Marie Louise Cornet 93500 Pantin,0.7037102797202798,,housenumber,93055_3180_00010,10,10 Rue Eugène et Marie Louise Cornet,Rue Eugène et Marie Louise Cornet,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
28 Rue SAINTE MARGUERITE 93500 PANTIN Seine-Saint-Denis,48.901962,2.392627,28 Rue Sainte Marguerite 93500 Pantin,0.667521515151515,,housenumber,93055_8870_00028,28,28 Rue Sainte Marguerite,Rue Sainte Marguerite,93500,Pantin,"93, Seine-Saint-Denis, Île-de-France",93055,,,,ok
119 BOULEVARD MORTIER 75020 PARIS Paris,48.872257,2.408332,119 Boulevard Mortier 75020 Paris,0.838252966507177,,housenumber,75120_6568_00119,119,119 Boulevard Mortier,Boulevard Mortier,75020,Paris,"75, Paris, Île-de-France",75120,,,Paris 20e Arrondissement,ok
251 BIS BOULEVARD JEAN JAURES 92100 BOULOGNE BILLANCOURT Hauts-de-Seine,48.827172,2.247289,251bis Boulevard Jean Jaurès 92100 Boulogne-Billancourt,0.7531917029449423,0.5197069696969697,housenumber,92012_4740_00251_bis,251bis,251bis Boulevard Jean Jaurès,Boulevard Jean Jaurès,92100,Boulogne-Billancourt,"92, Hauts-de-Seine, Île-de-France",92012,,,,ok
13 RUE GUILLAUME BRICONNET 77100 MEAUX Seine-et-Marne,48.94793,2.895594,13 Rue Guillaume Briconnet 77100 Meaux,0.7066786013986014,,housenumber,77284_0551_00013,13,13 Rue Guillaume Briconnet,Rue Guillaume Briconnet,77100,Meaux,"77, Seine-et-Marne, Île-de-France",77284,,,,ok
14 Rue VOLTA 75003 PARIS Paris,48.864878,2.357011,14 Rue Volta 75003 Paris,0.7807594984326018,,housenumber,75103_9905_00014,14,14 Rue Volta,Rue Volta,75003,Paris,"75, Paris, Île-de-France",75103,,,Paris 3e Arrondissement,ok
1 RUE BASSET 78300 POISSY Yvelines,48.930469,2.037442,1 Rue Basset 78300 Poissy,0.7124442975206612,,housenumber,78498_0120_00001,1,1 Rue Basset,Rue Basset,78300,Poissy,"78, Yvelines, Île-de-France",78498,,,,ok
1 Square DE LA MUTUALITE 75005 PARIS Paris,48.84887,2.350479,1 Square de la Mutualité 75005 Paris,0.8281823059866962,,housenumber,75105_6651_00001,1,1 Square de la Mutualité,Square de la Mutualité,75005,Paris,"75, Paris, Île-de-France",75105,,,Paris 5e Arrondissement,ok
48 Avenue DU PRESIDENT ROOSEVELT 94320 THIAIS Val-de-Marne,48.765744,2.397022,48 Av du Pdt Franklin Roosevelt 94320 Thiais,0.467718511198946,,housenumber,94073_7190_00048,48,48 Av du Pdt Franklin Roosevelt,Av du Pdt Franklin Roosevelt,94320,Thiais,"94, Val-de-Marne, Île-de-France",94073,,,,ok
15 RUE MIRIAM MAKEBA 93000 BOBIGNY Seine-Saint-Denis,48.905888,2.440361,Rue Miriam Makeba 93000 Bobigny,0.5922502673796791,,street,93008_6233,,Rue Miriam Makeba,Rue Miriam Makeba,93000,Bobigny,"93, Seine-Saint-Denis, Île-de-France",93008,,,,ok
Rue du Moulin 77120 MOUROUX Seine-et-Marne,48.824357,3.035345,Rue du Moulin 77120 Mouroux,0.6297866740576497,0.5454458256029683,street,77320_1020,,Rue du Moulin,Rue du Moulin,77120,Mouroux,"77, Seine-et-Marne, Île-de-France",77320,,,,ok
13 Avenue DU CHAPERON VERT 94110 ARCUEIL Val-de-Marne,48.813242,2.332718,13 Avenue du Chaperon Vert 94110 Arcueil,0.7351190909090909,0.6736837931034483,housenumber,94003_1426_00013,13,13 Avenue du Chaperon Vert,Avenue du Chaperon Vert,94110,Arcueil,"94, Val-de-Marne, Île-de-France",94003,,,,ok
6 Rue FOURCROY 75017 PARIS Paris,48.880018,2.295528,6 Rue Fourcroy 75017 Paris,0.7979351026392961,,housenumber,75117_3767_00006,6,6 Rue Fourcroy,Rue Fourcroy,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
8 CHEMIN DE LA BELLE EPINE 91620 NOZAY Essonne,48.657019,2.240978,8 Chemin de la Belle Epine 91620 Nozay,0.7949620202020201,0.4370804388714733,housenumber,91458_0014_00008,8,8 Chemin de la Belle Epine,Chemin de la Belle Epine,91620,Nozay,"91, Essonne, Île-de-France",91458,,,,ok
13 RUE LA FAYETTE 75009 PARIS Paris,48.873894,2.335949,13 Rue la Fayette 75009 Paris,0.8141458288770052,,housenumber,75109_5240_00013,13,13 Rue la Fayette,Rue la Fayette,75009,Paris,"75, Paris, Île-de-France",75109,,,Paris 9e Arrondissement,ok
7 Rue GILBERT CESBRON 75017 PARIS Paris,48.893067,2.313683,7 Rue Gilbert Cesbron 75017 Paris,0.834033875598086,,housenumber,75117_4174_00007,7,7 Rue Gilbert Cesbron,Rue Gilbert Cesbron,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
10 PLACE GEORGE SAND 78180 MONTIGNY LE BRETONNEUX Yvelines,48.767412,2.036321,10 Place George Sand 78180 Montigny-le-Bretonneux,0.8199975119617224,0.493683896103896,housenumber,78423_1705_00010,10,10 Place George Sand,Place George Sand,78180,Montigny-le-Bretonneux,"78, Yvelines, Île-de-France",78423,,,,ok
267 BIS RUE DES GROS GRES 92700 COLOMBES Hauts-de-Seine,48.916576,2.242713,267bis Rue des Gros Grès 92700 Colombes,0.6825902479338842,,housenumber,92025_4270_00267_bis,267bis,267bis Rue des Gros Grès,Rue des Gros Grès,92700,Colombes,"92, Hauts-de-Seine, Île-de-France",92025,,,,ok
8 RUE DE SAINT QUENTIN 75010 PARIS Paris,48.877609,2.355568,8 Rue de Saint-Quentin 75010 Paris,0.8314998601398601,,housenumber,75110_8737_00008,8,8 Rue de Saint-Quentin,Rue de Saint-Quentin,75010,Paris,"75, Paris, Île-de-France",75110,,,Paris 10e Arrondissement,ok
6 Rue DU CYGNE 93200 ST DENIS Seine-Saint-Denis,48.935441,2.357279,6 Rue du Cygne 93200 Saint-Denis,0.670533675889328,,housenumber,93066_1598_00006,6,6 Rue du Cygne,Rue du Cygne,93200,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
206 Boulevard PEREIRE 75017 PARIS Paris,48.880461,2.288405,206 Boulevard Pereire 75017 Paris,0.8406984210526315,,housenumber,75117_7258_00206,206,206 Boulevard Pereire,Boulevard Pereire,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
187 A RUE RAYMOND LOSSERAND 75014 PARIS Paris,48.829004,2.31038,187a Rue Raymond Losserand 75014 Paris,0.801000909090909,,housenumber,75114_8061_00187_a,187a,187a Rue Raymond Losserand,Rue Raymond Losserand,75014,Paris,"75, Paris, Île-de-France",75114,,,Paris 14e Arrondissement,ok
128 BOULEVARD MACDONALD 75019 PARIS Paris,48.899071,2.380432,128 Boulevard Macdonald 75019 Paris,0.8475554545454544,,housenumber,75119_5876_00128,128,128 Boulevard Macdonald,Boulevard Macdonald,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
87 BOULEVARD DE PORT ROYAL 75013 PARIS Paris,48.838013,2.342774,87 Boulevard de Port-Royal 75013 Paris,0.8483564693446087,0.5552569696969696,housenumber,75113_7740_00087,87,87 Boulevard de Port-Royal,Boulevard de Port-Royal,75013,Paris,"75, Paris, Île-de-France",75113,,,Paris 13e Arrondissement,ok
28 RUE LE REGRATTIER 75004 PARIS Paris,48.852917,2.355292,28 Rue Le Regrattier 75004 Paris,0.8185389434889434,,housenumber,75104_5599_00028,28,28 Rue Le Regrattier,Rue Le Regrattier,75004,Paris,"75, Paris, Île-de-France",75104,,,Paris 4e Arrondissement,ok
5 Rue FRANCIS DE PRESSENSE 93200 ST DENIS Seine-Saint-Denis,48.918963,2.359764,5 Rue Francis de Pressensé 93210 Saint-Denis,0.6864130303030302,0.6069366350067842,housenumber,93066_3575_00005,5,5 Rue Francis de Pressensé,Rue Francis de Pressensé,93210,Saint-Denis,"93, Seine-Saint-Denis, Île-de-France",93066,,,,ok
41 AVENUE MATHURIN MOREAU 75019 PARIS Paris,48.878707,2.37602,41 Avenue Mathurin Moreau 75019 Paris,0.8488125974025973,,housenumber,75119_6172_00041,41,41 Avenue Mathurin Moreau,Avenue Mathurin Moreau,75019,Paris,"75, Paris, Île-de-France",75119,,,Paris 19e Arrondissement,ok
8 RUE BOUCRY 75018 PARIS Paris,48.893831,2.36239,8 Rue Boucry 75018 Paris,0.7874458620689655,,housenumber,75118_1139_00008,8,8 Rue Boucry,Rue Boucry,75018,Paris,"75, Paris, Île-de-France",75118,,,Paris 18e Arrondissement,ok
14 -18 RUE DU DOCTEUR TIMSIT 78100 ST GERMAIN EN LAYE Yvelines,48.898516,2.089603,18 Rue du Docteur Timsit 78100 Saint-Germain-en-Laye,0.7457416017316016,,housenumber,78551_2170_00018,18,18 Rue du Docteur Timsit,Rue du Docteur Timsit,78100,Saint-Germain-en-Laye,"78, Yvelines, Île-de-France",78551,78551,Saint-Germain-en-Laye,,ok
1 PLACE DES ROTONDES 78100 ST GERMAIN EN LAYE Yvelines,48.894285,2.068659,1 Place des Rotondes 78100 Saint-Germain-en-Laye,0.7629275324675323,,housenumber,78551_1612_00001,1,1 Place des Rotondes,Place des Rotondes,78100,Saint-Germain-en-Laye,"78, Yvelines, Île-de-France",78551,78551,Saint-Germain-en-Laye,,ok
61 RUE AUGUSTE RENOIR 78400 CHATOU Yvelines,48.902721,2.158468,61 Rue Auguste Renoir 78400 Chatou,0.7741538961038961,,housenumber,78146_0097_00061,61,61 Rue Auguste Renoir,Rue Auguste Renoir,78400,Chatou,"78, Yvelines, Île-de-France",78146,,,,ok
26 ROUTE DE LONGPONT 91700 STE GENEVIEVE DES BOIS Essonne,48.652835,2.310718,26 Route de Longpont 91700 Sainte-Geneviève-des-Bois,0.778860303030303,0.4890118181818181,housenumber,91549_2360_00026,26,26 Route de Longpont,Route de Longpont,91700,Sainte-Geneviève-des-Bois,"91, Essonne, Île-de-France",91549,,,,ok
60 RUE DE CHEZY 92200 NEUILLY SUR SEINE Hauts-de-Seine,48.888543,2.272077,60 Rue de Chézy 92200 Neuilly-sur-Seine,0.7165146655231559,0.5268476175548589,housenumber,92051_1470_00060,60,60 Rue de Chézy,Rue de Chézy,92200,Neuilly-sur-Seine,"92, Hauts-de-Seine, Île-de-France",92051,,,,ok
29 RUE DANTON 92240 MALAKOFF Hauts-de-Seine,48.821659,2.299117,29 Rue Danton 92240 Malakoff,0.6439646753246753,,housenumber,92046_2520_00029,29,29 Rue Danton,Rue Danton,92240,Malakoff,"92, Hauts-de-Seine, Île-de-France",92046,,,,ok
5 RUE KLEBER 92250 LA GARENNE COLOMBES Hauts-de-Seine,48.90642,2.23938,5 Rue Kléber 92250 La Garenne-Colombes,0.7017995104895104,,housenumber,92035_5050_00005,5,5 Rue Kléber,Rue Kléber,92250,La Garenne-Colombes,"92, Hauts-de-Seine, Île-de-France",92035,,,,ok
116 BOULEVARD DE STALINGRAD 94500 CHAMPIGNY SUR MARNE Val-de-Marne,48.819289,2.502914,116 Boulevard de Stalingrad 94500 Champigny-sur-Marne,0.79663,,housenumber,94017_8582_00116,116,116 Boulevard de Stalingrad,Boulevard de Stalingrad,94500,Champigny-sur-Marne,"94, Val-de-Marne, Île-de-France",94017,,,,ok
9 RUE DES COTEAUX DU VEXIN 78520 FOLLAINVILLE DENNEMONT Yvelines,49.014847,1.694274,9 Rue des Coteaux du Vexin 78520 Follainville-Dennemont,0.8220253246753246,,housenumber,78239_0213_00009,9,9 Rue des Coteaux du Vexin,Rue des Coteaux du Vexin,78520,Follainville-Dennemont,"78, Yvelines, Île-de-France",78239,,,,ok
30 BOULEVARD DU PORT 95000 CERGY Val-d'Oise,49.032333,2.064244,30 Boulevard du Port 95000 Cergy,0.7321756709956709,0.3733971428571428,housenumber,95127_1448_00030,30,30 Boulevard du Port,Boulevard du Port,95000,Cergy,"95, Val-d'Oise, Île-de-France",95127,,,,ok
10 RUE FREDERIC BASTIAT 75008 PARIS Paris,48.872982,2.307369,10 Rue Frédéric Bastiat 75008 Paris,0.8266699999999999,,housenumber,75108_3832_00010,10,10 Rue Frédéric Bastiat,Rue Frédéric Bastiat,75008,Paris,"75, Paris, Île-de-France",75108,,,Paris 8e Arrondissement,ok
46 BOULEVARD DU GENERAL GALLIENI 94360 BRY SUR MARNE Val-de-Marne,48.843762,2.524162,46 Boulevard du General Gallieni 94360 Bry-sur-Marne,0.783050909090909,,housenumber,94015_4110_00046,46,46 Boulevard du General Gallieni,Boulevard du General Gallieni,94360,Bry-sur-Marne,"94, Val-de-Marne, Île-de-France",94015,,,,ok
70 RUE SAINT FARON 77100 MEAUX Seine-et-Marne,48.965687,2.88367,70 Rue Saint Faron 77100 Meaux,0.663992644628099,0.5306904713804713,housenumber,77284_1210_00070,70,70 Rue Saint Faron,Rue Saint Faron,77100,Meaux,"77, Seine-et-Marne, Île-de-France",77284,,,,ok
152 RUE LEGENDRE 75017 PARIS Paris,48.890345,2.324453,152 Rue Legendre 75017 Paris,0.8172789256198347,0.585953971291866,housenumber,75117_5473_00152,152,152 Rue Legendre,Rue Legendre,75017,Paris,"75, Paris, Île-de-France",75117,,,Paris 17e Arrondissement,ok
